Ticker Symbol,Number of Anomalies,Predicted Total Revenue,Predicted Net Income,Predicted Total Assets,Predicted Earnings Per Share,Total Revenue Y1,Total Revenue Y2,Total Revenue Y3,Total Revenue Y4,Net Income Y1,Net Income Y2,Net Income Y3,Net Income Y4,Total Assets Y1,Total Assets Y2,Total Assets Y3,Total Assets Y4,Earnings Per Share Y1,Earnings Per Share Y2,Earnings Per Share Y3,Earnings Per Share Y4
AAL,0,45816185274.34836,9607380859.39983,54230796758.041595,9.77268357637798,24855000000.0,26743000000.0,42650000000.0,40990000000.0,-1876000000.0,-1834000000.0,2882000000.0,7610000000.0,23510000000.0,42278000000.0,43225000000.0,48415000000.0,-5.6,-11.25,4.02,11.39
ABBV,0,24328141730.121067,3383833217.638809,53907104414.44549,1.7832188985757775,18380000000.0,18790000000.0,19960000000.0,22859000000.0,5275000000.0,4128000000.0,1774000000.0,5144000000.0,27008000000.0,29198000000.0,27513000000.0,53050000000.0,2.58,2.58,1.11,3.15
ABT,0,20588697153.96545,3146177012.273258,41334455988.138824,3.5649767146569977,19050000000.0,19657000000.0,20247000000.0,20405000000.0,5963000000.0,2576000000.0,2284000000.0,4423000000.0,67235000000.0,42953000000.0,41207000000.0,41247000000.0,3.76,1.64,1.5,2.94
ADM,0,67438205014.88987,2245892164.9767995,41946582451.35025,2.812067504716033,90559000000.0,89804000000.0,81201000000.0,67702000000.0,1375000000.0,1342000000.0,2248000000.0,1849000000.0,45136000000.0,43752000000.0,43997000000.0,40157000000.0,2.99,2.03,3.44,2.99
ADS,1,7369505636.41581,653667483.3552686,25788280822.145134,9.226053668156336,3641390000.0,4319063000.0,5302940000.0,6439746000.0,422256000.0,496170000.0,506293000.0,596541000.0,12000139000.0,13244257000.0,20263977000.0,22421830000.0,8.44,10.09,8.72,8.91
AEE,1,6198400579.128573,352168883.0436554,23608657736.4311,2.77725017521721,5781000000.0,5838000000.0,6053000000.0,6098000000.0,-974000000.0,295000000.0,592000000.0,636000000.0,22230000000.0,21042000000.0,22289000000.0,23640000000.0,-4.01,1.19,2.42,2.6
AEP,1,16926493815.28718,2313978577.2639866,64100802853.40098,2.84079449169861,14945000000.0,14813500000.0,16378600000.0,16453200000.0,1259000000.0,1484200000.0,1638000000.0,2052300000.0,54367000000.0,56414000000.0,59544600000.0,61683100000.0,2.6,3.04,3.34,3.04
AFL,1,19809543480.003754,2486363791.064055,118272155633.64218,5.879996648168335,25364000000.0,23939000000.0,22728000000.0,20872000000.0,2866000000.0,3158000000.0,2951000000.0,2533000000.0,131094000000.0,121307000000.0,119767000000.0,118296000000.0,6.14,6.8,6.54,5.88
AIG,1,55438233683.85926,382460263.30153894,482428931342.80365,-1.15727170374063,71214000000.0,68874000000.0,64406000000.0,58327000000.0,3438000000.0,9085000000.0,7529000000.0,2196000000.0,548633000000.0,541329000000.0,515581000000.0,496943000000.0,5.27,6.16,5.27,1.69
AIV,0,982259377.5132732,236213148.14741293,6141818670.356068,1.1754890780647747,958511000.0,974053000.0,984363000.0,981310000.0,132456000.0,207290000.0,309249000.0,248710000.0,6401380000.0,6079413000.0,6097028000.0,6144194000.0,0.61,1.4,2.06,1.52
AKAM,1,2470140127.8209424,314670856.8643914,4703545008.835154,1.6939184474378832,1373947000.0,1577922000.0,1963874000.0,2197448000.0,203989000.0,293487000.0,333948000.0,321406000.0,2600627000.0,2957685000.0,4001546000.0,4187925000.0,1.15,1.65,1.87,1.8
ALB,1,3602197780.082494,249737292.5620439,11967808058.34304,3.307796329791477,2519154000.0,2394270000.0,2445548000.0,3651335000.0,311536000.0,413171000.0,133316000.0,334906000.0,3437291000.0,3584797000.0,5223103000.0,9615014000.0,3.49,4.93,1.69,3.01
ALK,0,5701120586.387908,1112245498.3337908,6873593771.7236395,4.666855893904035,4657000000.0,5156000000.0,5368000000.0,5598000000.0,316000000.0,508000000.0,605000000.0,848000000.0,5505000000.0,5838000000.0,6064000000.0,6533000000.0,4.47,7.26,4.47,6.61
ALL,0,35909006274.80231,2563771641.1539984,99203254349.79648,5.2554743228216605,33315000000.0,34507000000.0,35239000000.0,35653000000.0,2306000000.0,2280000000.0,2850000000.0,2171000000.0,126947000000.0,123520000000.0,108479000000.0,104656000000.0,4.71,4.87,6.37,5.12
AME,0,4052746545.887576,607190658.6802359,6860027118.995273,2.4166459777654348,3334213000.0,3594136000.0,4021964000.0,3974295000.0,459132000.0,516999000.0,584460000.0,590859000.0,5190056000.0,5877902000.0,6420963000.0,6664530000.0,1.9,2.12,2.39,2.46
AMG,1,2509082072.698194,562404755.0729418,8295178757.450873,10.571768261770291,1748600000.0,2069800000.0,2404200000.0,2435900000.0,174000000.0,360500000.0,452100000.0,516000000.0,6187100000.0,6318800000.0,7698100000.0,7784800000.0,3.36,6.79,8.22,9.49
AMP,0,12365194800.523197,1575080086.1290588,145219416350.33118,8.052155648712478,10259000000.0,11230000000.0,12296000000.0,12200000000.0,1029000000.0,1334000000.0,1619000000.0,1562000000.0,134729000000.0,144576000000.0,148810000000.0,145342000000.0,4.7,6.56,8.45,8.6
AMT,1,5401449546.336948,828462534.7056081,29899064904.3676,1.7505345283303921,2875960000.0,3361407000.0,4100048000.0,4771516000.0,637283000.0,551333000.0,824910000.0,685074000.0,14089429000.0,20283665000.0,21263565000.0,26904272000.0,1.61,1.4,2.02,1.42
ANTM,1,81265610814.17339,2569742278.0874414,62353945086.59084,9.612011325880037,61497200000.0,71023500000.0,73874100000.0,79156500000.0,2655500000.0,2489700000.0,2569700000.0,2560000000.0,58955400000.0,59574500000.0,61676300000.0,61717800000.0,8.26,8.34,9.31,9.73
AON,1,11676299220.227324,1457374603.700622,26305959200.19537,4.682198399601107,11514000000.0,11815000000.0,12045000000.0,11682000000.0,993000000.0,1113000000.0,1397000000.0,1385000000.0,30486000000.0,30251000000.0,29772000000.0,27164000000.0,3.03,3.57,4.73,4.93
APA,1,6706205365.225931,-46592221118.83247,16086527678.392456,-107.68329787521922,16428000000.0,14771000000.0,12691000000.0,6383000000.0,2001000000.0,2288000000.0,-5060000000.0,-23528000000.0,60737000000.0,61637000000.0,55952000000.0,18842000000.0,4.95,5.53,-14.06,-61.2
APH,0,5945311721.248315,811113697.8606439,7849358397.244025,2.8178435904266905,4292100000.0,4614700000.0,5345500000.0,5568700000.0,555300000.0,635700000.0,709100000.0,763500000.0,5215463000.0,6168000000.0,6985900000.0,7458400000.0,3.44,4.0,2.26,2.47
ARNC,1,23480302479.063786,-481877724.3578639,36805348215.832886,-0.7241416612470897,23700000000.0,23032000000.0,23906000000.0,22534000000.0,191000000.0,-2285000000.0,268000000.0,-322000000.0,40179000000.0,35742000000.0,37363000000.0,36528000000.0,0.18,-2.14,0.21,-0.31
ATVI,1,4647272356.585777,867209504.6121421,15260395412.562,1.1918561661011704,4856000000.0,4583000000.0,4408000000.0,4664000000.0,1149000000.0,1010000000.0,835000000.0,892000000.0,14200000000.0,14012000000.0,14642000000.0,15251000000.0,1.01,0.96,1.14,1.21
AVB,1,1944443651.2832127,849863601.3273284,17218924440.4211,4.8135715137210635,1000627000.0,1462921000.0,1685061000.0,1856028000.0,423562000.0,352771000.0,697327000.0,741733000.0,11160078000.0,15328143000.0,16140578000.0,16931305000.0,4.34,2.78,5.22,5.54
AWK,1,3259916774.9849463,514931633.11977893,18078171244.989864,2.8213373080145563,2853926000.0,2879000000.0,3011000000.0,3159000000.0,358070000.0,369000000.0,423000000.0,476000000.0,14718976000.0,15088142000.0,16038000000.0,17241000000.0,2.03,2.08,2.36,2.66
AXP,1,34418379889.93807,5039271123.601656,163831734274.66925,4.515463616368035,33781000000.0,34828000000.0,35895000000.0,34441000000.0,4482000000.0,5359000000.0,5885000000.0,5163000000.0,153140000000.0,153375000000.0,159103000000.0,161184000000.0,3.91,4.91,4.41,4.41
BAC,1,92182244381.99718,7096065995.499964,2142373820820.6377,0.5618588491426431,100078000000.0,101697000000.0,95181000000.0,93056000000.0,4188000000.0,11431000000.0,4833000000.0,15888000000.0,2209974000000.0,2102273000000.0,2104534000000.0,2144316000000.0,0.26,0.94,0.36,0.36
BAX,0,10207087150.265015,1686432641.9429216,19744699776.561153,3.971673942003074,13936000000.0,9413000000.0,10719000000.0,9968000000.0,2326000000.0,2012000000.0,2497000000.0,968000000.0,20390000000.0,25224000000.0,26138000000.0,20975000000.0,4.22,3.7,4.61,1.78
BBT,0,10306910214.644854,2209005383.662003,209802206027.33868,2.5578715821719413,10737000000.0,10543000000.0,9998000000.0,10346000000.0,1979000000.0,1680000000.0,2131000000.0,2084000000.0,184499000000.0,183010000000.0,186834000000.0,209947000000.0,2.74,2.22,2.79,2.59
BK,1,14955108684.522772,3105950573.6999974,399767328880.7131,2.846065807591995,14528000000.0,14942000000.0,15649000000.0,14951000000.0,2437000000.0,2104000000.0,2567000000.0,3158000000.0,358990000000.0,374516000000.0,385303000000.0,393780000000.0,2.04,1.75,2.17,2.73
BLL,0,8307451313.147971,354422850.4510417,9518046539.15826,3.2071162895857137,8735700000.0,8468100000.0,8570000000.0,7997000000.0,396300000.0,406800000.0,470000000.0,280900000.0,7507100000.0,7820400000.0,7571000000.0,9777000000.0,2.61,2.79,3.39,2.05
BMY,0,16505847969.081303,1445890562.8786414,31150187641.70512,1.1075636841216832,17621000000.0,16385000000.0,15879000000.0,16560000000.0,1960000000.0,2563000000.0,2004000000.0,1565000000.0,35897000000.0,38592000000.0,33749000000.0,31748000000.0,1.17,1.56,1.21,0.94
BSX,0,7499892442.28026,-718225080.9483248,18099327111.324036,-0.179998895268138,7249000000.0,7143000000.0,7380000000.0,7477000000.0,-4068000000.0,-121000000.0,-119000000.0,-239000000.0,17154000000.0,16571000000.0,17024000000.0,18133000000.0,-2.89,-0.09,-0.09,-0.18
BXP,0,2580162372.563552,560985099.5867248,17913151443.118,3.257421024098558,1847186000.0,2135539000.0,2396998000.0,2490821000.0,289650000.0,749811000.0,443611000.0,583106000.0,15462321000.0,20176264000.0,19886767000.0,18379456000.0,1.93,4.87,2.83,3.79
C,1,67804610194.74184,13080236336.195019,1729983356327.889,2.002139848075746,59581000000.0,67997000000.0,69606000000.0,68024000000.0,7541000000.0,13659000000.0,7310000000.0,17242000000.0,1864660000000.0,1880382000000.0,1842181000000.0,1731210000000.0,2.51,4.35,2.21,5.41
CB,1,18973252469.696598,3007536267.559272,105621928980.31023,9.417646432911594,17936000000.0,19261000000.0,19171000000.0,18987000000.0,2706000000.0,3758000000.0,2853000000.0,2834000000.0,92545000000.0,94510000000.0,98248000000.0,102366000000.0,7.96,11.02,8.5,8.71
CBG,0,12290004488.73403,620808042.679888,10750185429.518589,1.571593656077065,6514099000.0,7184794000.0,9049918000.0,10855810000.0,315555000.0,316538000.0,484503000.0,547132000.0,7809542000.0,6998414000.0,7568010000.0,11017943000.0,0.98,0.96,1.47,1.64
CCI,0,3897964391.7520914,2996445883.062438,22287742588.986855,7.2033795297184255,2432680000.0,2865751000.0,3538756000.0,3663851000.0,188584000.0,90111000.0,390513000.0,1520992000.0,16088709000.0,20594908000.0,21143276000.0,22036245000.0,0.64,0.26,1.04,4.44
CF,1,3998038651.669647,1107630457.5157492,13585075008.212461,8.346512355168667,6104000000.0,5474700000.0,4743200000.0,4308300000.0,1895700000.0,1506300000.0,2183500000.0,664900000.0,10166900000.0,10678100000.0,11254200000.0,12738900000.0,28.94,24.87,27.16,2.97
CFG,1,5318166053.875753,-429888289.5838598,138956687561.4811,1.55,5513000000.0,5133000000.0,5342000000.0,5276000000.0,643000000.0,-3426000000.0,865000000.0,840000000.0,127053000000.0,122154000000.0,132857000000.0,138208000000.0,1.55,1.55,1.55,1.55
CHD,1,3429841488.5204105,411071250.26319635,4255890344.844954,3.156824380846682,2921900000.0,3194300000.0,3297600000.0,3394800000.0,349800000.0,394400000.0,413900000.0,410400000.0,4098100000.0,4259700000.0,4359200000.0,4256900000.0,2.5,2.85,3.06,3.13
CHK,0,8714255179.818853,11565174086.32533,16930744283.152746,-17.930490978295822,12316000000.0,19080000000.0,23125000000.0,12764000000.0,-769000000.0,724000000.0,1917000000.0,-14685000000.0,41611000000.0,41782000000.0,40751000000.0,17357000000.0,-1.46,0.73,1.93,-22.43
CHRW,1,13543862463.588913,490394702.0399345,3326187800.345669,3.106869117119406,11359113000.0,12752076000.0,13470067000.0,13476084000.0,593804000.0,415904000.0,449711000.0,509699000.0,2804225000.0,2802818000.0,3214338000.0,3184358000.0,3.68,2.65,3.06,3.52
CI,1,40495715206.08764,2301355203.47589,58202307959.73954,7.968788028306778,29119000000.0,32380000000.0,34914000000.0,37876000000.0,1623000000.0,1476000000.0,2102000000.0,2094000000.0,53734000000.0,54336000000.0,55870000000.0,57088000000.0,5.7,5.28,7.97,8.17
CINF,0,5327774893.59649,628137490.217126,19144166574.809887,4.2118887307942385,4111000000.0,4531000000.0,4945000000.0,5142000000.0,421000000.0,517000000.0,525000000.0,634000000.0,16548000000.0,17662000000.0,18748000000.0,18888000000.0,2.59,3.16,3.21,3.87
CL,1,16008834612.771982,1325304106.4934,11883873643.926859,0.8559752004718826,17085000000.0,17420000000.0,17277000000.0,16034000000.0,2472000000.0,2241000000.0,2180000000.0,1384000000.0,13394000000.0,13985000000.0,13459000000.0,11958000000.0,5.19,2.41,2.38,1.53
CME,0,3350038026.53146,1363406588.6675303,67656642027.96799,3.875295858802698,2782400000.0,2784900000.0,2993100000.0,3209400000.0,896300000.0,976800000.0,1127100000.0,1247000000.0,38863200000.0,54277800000.0,72241500000.0,67371500000.0,2.71,2.94,3.37,3.71
CNC,1,27602485157.209568,443700250.64958096,8838840604.682251,2.3938896527322076,8110000000.0,10863000000.0,16560000000.0,22760000000.0,2000000.0,165000000.0,271000000.0,355000000.0,2773905000.0,3529000000.0,5824000000.0,7339000000.0,0.04,2.98,2.3,2.99
CNP,0,7279763395.83579,1116037118.07138,22676133479.53099,0.2691261876291262,7452000000.0,8106000000.0,9226000000.0,7386000000.0,417000000.0,311000000.0,611000000.0,-692000000.0,22871000000.0,21870000000.0,23200000000.0,21334000000.0,0.98,0.73,1.42,-1.61
COF,0,24505569225.03627,3989246369.1620965,332863402431.9046,6.777922676654058,23771000000.0,24176000000.0,23869000000.0,25038000000.0,3492000000.0,4121000000.0,4428000000.0,4050000000.0,312918000000.0,296933000000.0,308167000000.0,334048000000.0,6.21,7.05,7.71,7.15
COG,1,1118780424.965991,-148573155.36374646,5295444242.830101,-0.5487889318696699,1204546000.0,1746278000.0,2173011000.0,1357150000.0,131730000.0,279773000.0,104468000.0,-113891000.0,4616313000.0,4981080000.0,5437716000.0,5261899000.0,0.63,0.67,0.25,-0.28
CTL,1,17868024391.15866,580708675.8545527,46006888312.553795,0.9059513508357407,18376000000.0,18095000000.0,18031000000.0,17900000000.0,777000000.0,-239000000.0,772000000.0,878000000.0,53940000000.0,51787000000.0,49103000000.0,47604000000.0,1.25,-0.4,1.36,1.58
CTSH,1,14101208858.223564,1813680687.092853,15220304315.460941,3.0063292690114922,7346472000.0,8843200000.0,10262700000.0,12416000000.0,1051263000.0,1228600000.0,1439300000.0,1623600000.0,6521571000.0,8134718000.0,11479000000.0,13065400000.0,3.49,4.07,2.37,2.67
CVX,1,124219068856.52827,7551942369.172571,267544121953.26505,-0.005832742888833842,230590000000.0,220156000000.0,200494000000.0,129925000000.0,26179000000.0,21423000000.0,19241000000.0,4587000000.0,232982000000.0,253753000000.0,266026000000.0,266103000000.0,13.42,11.18,10.21,2.46
CXO,1,1619920573.782058,382678313.97469753,13977533441.588238,5.3747690863759905,1819814000.0,2319919000.0,2660147000.0,1803573000.0,431689000.0,251003000.0,538175000.0,65900000.0,8589437000.0,9591164000.0,11751780000.0,12641876000.0,4.18,2.39,4.89,0.54
D,0,11648142877.770193,1445139943.838797,62766937683.77624,2.078249452224547,12835000000.0,13120000000.0,12436000000.0,11683000000.0,302000000.0,1697000000.0,1310000000.0,1899000000.0,46838000000.0,50096000000.0,54327000000.0,58797000000.0,0.53,2.93,2.25,3.21
DFS,1,10337505778.727713,2274319807.9955916,90576137238.12502,4.939858358546111,8984000000.0,9370000000.0,9611000000.0,10002000000.0,2345000000.0,2470000000.0,2323000000.0,2297000000.0,75283000000.0,79340000000.0,83126000000.0,86936000000.0,4.47,4.97,4.91,5.14
DGX,0,7531623211.57476,798626235.5280503,10154081299.310133,4.179461663268389,7383000000.0,7146000000.0,7435000000.0,7493000000.0,556000000.0,849000000.0,556000000.0,709000000.0,9284000000.0,8948000000.0,9857000000.0,9962000000.0,3.49,5.58,3.83,4.92
DHR,1,21319493966.160873,3322377742.5361614,53157355910.10741,4.382194869812395,18260400000.0,18283100000.0,19154000000.0,20563100000.0,2392200000.0,2695000000.0,2598400000.0,3357400000.0,32941000000.0,34672200000.0,36991700000.0,48222200000.0,3.45,3.87,3.7,4.81
DLR,2,1872733612.593778,292446967.8265824,11074217393.817213,1.5370821676031918,1279067000.0,1482259000.0,1616438000.0,1763336000.0,210334000.0,314488000.0,200183000.0,296689000.0,8819214000.0,9626830000.0,9526784000.0,11451267000.0,1.48,2.12,1.0,1.56
DNB,0,1634004169.9794493,231195722.86289987,2260636531.920307,7.917427546297754,1663000000.0,1558400000.0,1584500000.0,1637100000.0,295500000.0,258500000.0,294400000.0,168800000.0,1991800000.0,1890300000.0,1986200000.0,2273600000.0,6.47,6.61,8.06,4.68
DUK,1,23316887934.715683,3126844899.5857744,123514802232.08965,2.525501879990373,17912000000.0,22756000000.0,23925000000.0,23459000000.0,1768000000.0,2665000000.0,1883000000.0,2816000000.0,113856000000.0,114779000000.0,120557000000.0,121156000000.0,0.21,3.77,2.66,4.05
DVA,0,14196945840.726294,239566475.76835036,19149421470.240894,2.7055942939832804,8186280000.0,11764050000.0,12795106000.0,13781837000.0,536017000.0,633446000.0,723114000.0,269732000.0,16014633000.0,17098877000.0,17617432000.0,18514875000.0,5.58,3.02,3.41,1.27
ECL,1,13509486239.5929,946825094.0096238,18549544575.256306,3.0420954214040368,11838700000.0,13253400000.0,14280500000.0,13545100000.0,703600000.0,967800000.0,1202800000.0,1002100000.0,17572300000.0,19636500000.0,19427400000.0,18641700000.0,2.41,3.23,4.01,3.38
EFX,0,2858087573.9610343,465818559.9480729,4509622278.043742,4.00005223647003,2073000000.0,2303900000.0,2436400000.0,2663600000.0,272100000.0,351800000.0,367400000.0,429100000.0,4520100000.0,4539900000.0,4661000000.0,4509000000.0,2.27,2.9,3.03,3.61
EIX,1,11428599638.702988,725107151.4109788,51308654331.74055,1.595742511192197,11862000000.0,12581000000.0,13413000000.0,11524000000.0,-92000000.0,1015000000.0,1721000000.0,1117000000.0,44394000000.0,46646000000.0,49734000000.0,50310000000.0,-0.56,2.81,4.95,3.13
EMN,1,9666630099.804811,761578876.9597832,16801266631.865627,5.514968258585344,8102000000.0,9350000000.0,9527000000.0,9648000000.0,437000000.0,1165000000.0,751000000.0,848000000.0,11710000000.0,11845000000.0,16072000000.0,15611000000.0,3.0,7.57,5.03,5.71
EOG,1,8175135782.11429,6105881506.301819,26326142663.425453,-17.43074772506442,11682636000.0,14487118000.0,18035340000.0,8757428000.0,570279000.0,2197109000.0,2915487000.0,-4524515000.0,27336578000.0,30574238000.0,34762687000.0,26975244000.0,2.13,8.13,5.36,-8.29
EQIX,1,3004150083.8348813,-117598126.70233959,11730423140.345133,-0.09651985023517451,1887376000.0,2152766000.0,2443776000.0,2725867000.0,140028000.0,94685000.0,-259547000.0,187774000.0,6135797000.0,7492359000.0,7781978000.0,10356695000.0,3.01,1.92,-4.96,3.25
EQR,1,2793890316.19969,828498127.8908387,23232028796.19021,3.118683360720407,1747502000.0,2387702000.0,2614748000.0,2744965000.0,841719000.0,1830613000.0,631308000.0,870120000.0,17201000000.0,22834545000.0,22950614000.0,23157328000.0,2.729,5.155,1.736,2.37
ES,1,8043930314.790975,913147921.4906564,30765875312.745914,2.97845448104006,6273787000.0,7301204000.0,7741856000.0,7954827000.0,525945000.0,786007000.0,819546000.0,878485000.0,28302824000.0,27795537000.0,29740387000.0,30580309000.0,1.9,2.49,2.59,2.77
ESS,1,1409347876.5755732,226325395.83483118,14128440662.798458,3.6946585526220663,535153000.0,610590000.0,970938000.0,1194407000.0,125284000.0,156283000.0,122150000.0,232120000.0,4847223000.0,5186839000.0,11526732000.0,12005091000.0,3.42,4.06,3.5,3.5
ETFC,0,1391285359.801728,232600980.00057513,45281452651.9305,0.6373940738629051,1365000000.0,1466000000.0,1665000000.0,1403000000.0,-113000000.0,86000000.0,293000000.0,268000000.0,47386739000.0,46280000000.0,45530000000.0,45427000000.0,-0.39,0.3,1.02,0.92
ETN,1,20207020803.02498,2131622047.6981902,29845380675.115265,3.939843812937105,16311000000.0,22046000000.0,22552000000.0,20855000000.0,1217000000.0,1861000000.0,1793000000.0,1979000000.0,35810000000.0,35491000000.0,33529000000.0,31031000000.0,3.54,3.93,3.78,4.25
ETR,1,11463895693.386267,582728280.2473066,44823792261.13261,2.1898780808574387,10302079000.0,11390947000.0,12494921000.0,11513251000.0,868363000.0,730572000.0,960257000.0,-156734000.0,43202502000.0,43406446000.0,46414455000.0,44647681000.0,4.77,3.99,5.24,-0.99
EW,2,2690107986.67055,672032389.0920302,4669486819.930405,4.638861794564303,1899600000.0,2045500000.0,2322900000.0,2493700000.0,291500000.0,389100000.0,811100000.0,494900000.0,2221500000.0,2709900000.0,3523000000.0,4059300000.0,2.55,3.51,7.62,2.3
EXPD,2,6818717022.040614,497760515.11069673,2573944119.709862,2.973359183548399,5992215000.0,6080257000.0,6564721000.0,6616632000.0,333360000.0,348526000.0,376888000.0,457223000.0,2954125000.0,3014812000.0,2890905000.0,2582438000.0,1.58,1.69,1.92,2.42
EXR,1,906376895.5313648,410315039.60997283,6999919431.567036,1.5799999964258924,409396000.0,520613000.0,647155000.0,782270000.0,208922000.0,309931000.0,367258000.0,394950000.0,3223477000.0,3977140000.0,4381987000.0,6071407000.0,1.15,1.54,1.54,1.58
FBHS,1,5057851794.282991,282235958.22058904,4716952811.0145855,1.3276979657307677,3134800000.0,3703600000.0,4013600000.0,4579400000.0,118700000.0,229700000.0,158100000.0,315000000.0,3873900000.0,4178100000.0,4052900000.0,4878600000.0,0.74,1.39,0.98,1.97
FCX,1,14998840698.264648,-29509046671.841232,43216974045.36968,-21.681665270382688,18010000000.0,20921000000.0,21438000000.0,15877000000.0,3100000000.0,2680000000.0,-551000000.0,-12156000000.0,35440000000.0,63473000000.0,58674000000.0,46577000000.0,3.2,2.65,-1.26,-11.31
